learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes)
4680000.0,193.892093,2.8974393478044003E-4,4680000.0,97.20410256410257,94.26714135706433,4680000.0,8082272.0,3214.0,2014.0,2014.0,10.0,3930.030172413793,0.0,1.0186429208339411
4690000.0,194.552742,2.911254771245437E-4,4690000.0,97.20763326226013,94.27437879426076,4690000.0,8083432.0,3214.0,2014.0,2014.0,10.0,3930.030172413793,0.0,1.0186429208339411
4700000.0,195.229708,2.9254066224996834E-4,4700000.0,97.21036170212766,94.2799747616678,4700000.0,8080696.0,3221.0,2019.0,2019.0,10.0,3930.030172413793,0.0,1.0186429208339411
4710000.0,195.889222,2.9391996895215995E-4,4710000.0,97.2131847133758,94.28574941134215,4710000.0,8084240.0,3223.0,2020.0,2020.0,10.0,3930.030172413793,0.0,1.0186429208339411
4720000.0,196.5406,2.9528371058567946E-4,4720000.0,97.21610169491525,94.29172734244561,4720000.0,8092848.0,3232.0,2026.0,2026.0,10.0,3930.030172413793,0.0,1.0186429208339411
4730000.0,197.178134,2.9661991417751133E-4,4730000.0,97.21864693446088,94.29695120254232,4730000.0,8101616.0,3237.0,2030.0,2030.0,10.0,3930.030172413793,0.0,1.0186429208339411
4740000.0,197.820966,2.979685189635431E-4,4740000.0,97.22105485232068,94.30187643307045,4740000.0,8109416.0,3239.0,2031.0,2031.0,10.0,3930.030172413793,0.0,1.0186429208339411
4750000.0,198.459845,2.9931066331205064E-4,4750000.0,97.22412631578948,94.30818080473055,4750000.0,8120504.0,3250.0,2038.0,2038.0,10.0,3930.030172413793,0.0,1.0186429208339411
4760000.0,199.156411,3.0077543410125915E-4,4760000.0,97.22735294117648,94.31478638362927,4760000.0,8128488.0,3255.0,2042.0,2042.0,10.0,3930.030172413793,0.0,1.0186429208339411
4770000.0,199.822838,3.0218016636793607E-4,4770000.0,97.23004192872118,94.32031145767473,4770000.0,8147856.0,3255.0,2042.0,2042.0,10.0,3930.030172413793,0.0,1.0186429208339411
4780000.0,200.518347,3.036483814828533E-4,4780000.0,97.23271966527197,94.32578513551942,4780000.0,8159984.0,3259.0,2044.0,2044.0,10.0,3930.030172413793,0.0,1.0186429208339411
4790000.0,201.172083,3.050297778576551E-4,4790000.0,97.23530271398747,94.33107770289828,4790000.0,8168048.0,3261.0,2045.0,2045.0,10.0,3930.030172413793,0.0,1.0186429208339411
4800000.0,201.89811,3.0656679181921613E-4,4800000.0,97.23841666666667,94.337477882983,4800000.0,8183280.0,3261.0,2045.0,2045.0,10.0,3930.030172413793,0.0,1.0186429208339411
4810000.0,202.552155,3.079515781457785E-4,4810000.0,97.24139293139294,94.34358883601698,4810000.0,8184224.0,3266.0,2049.0,2049.0,10.0,3930.030172413793,0.0,1.0186429208339411
4820000.0,203.220212,3.0936996512244977E-4,4820000.0,97.2440663900415,94.34904189289995,4820000.0,8206984.0,3276.0,2057.0,2057.0,10.0,3930.030172413793,0.0,1.0186429208339411
4830000.0,203.893728,3.1080120388020247E-4,4830000.0,97.24724637681159,94.35549122867576,4830000.0,8214224.0,3287.0,2064.0,2064.0,10.0,3930.030172413793,0.0,1.0186429208339411
4840000.0,204.573409,3.122471034198234E-4,4840000.0,97.2503305785124,94.36175586209934,4840000.0,8223096.0,3291.0,2066.0,2066.0,10.0,3930.030172413793,0.0,1.0186429208339411
4850000.0,205.291489,3.137789982785016E-4,4850000.0,97.25327835051546,94.36781959126532,4850000.0,8246288.0,3296.0,2070.0,2070.0,10.0,3930.030172413793,0.0,1.0186429208339411
4860000.0,205.994542,3.152834583985351E-4,4860000.0,97.25619341563785,94.37378076061576,4860000.0,8271704.0,3303.0,2075.0,2075.0,10.0,3930.030172413793,0.0,1.0186429208339411
4870000.0,206.678582,3.167511201741009E-4,4870000.0,97.25872689938399,94.37903089017811,4870000.0,8293672.0,3319.0,2086.0,2086.0,10.0,3930.030172413793,0.0,1.0186429208339411
4880000.0,207.3863,3.1827234738529564E-4,4880000.0,97.26190573770492,94.38555511950428,4880000.0,8308760.0,3319.0,2086.0,2086.0,10.0,3930.030172413793,0.0,1.0186429208339411
4890000.0,208.082591,3.1977090888286847E-4,4890000.0,97.26443762781186,94.39074128761426,4890000.0,8319288.0,3326.0,2091.0,2091.0,10.0,3930.030172413793,0.0,1.0186429208339411
4900000.0,208.776725,3.2126961189634073E-4,4900000.0,97.2672857142857,94.39657364979702,4900000.0,8345928.0,3328.0,2092.0,2092.0,10.0,3930.030172413793,0.0,1.0186429208339411
4910000.0,209.470377,3.2277046122604575E-4,4910000.0,97.2702851323829,94.40278238012607,4910000.0,8363688.0,3330.0,2093.0,2093.0,10.0,3930.030172413793,0.0,1.0186429208339411
4920000.0,210.201962,3.2435401423531904E-4,4920000.0,97.27321138211383,94.40872407710138,4920000.0,8367008.0,3339.0,2099.0,2099.0,10.0,3930.030172413793,0.0,1.0186429208339411
4930000.0,210.884417,3.2583564653305345E-4,4930000.0,97.27578093306289,94.41401893646966,4930000.0,8392064.0,3341.0,2100.0,2100.0,10.0,3930.030172413793,0.0,1.0186429208339411
4940000.0,211.59247,3.2737633909655535E-4,4940000.0,97.2786032388664,94.4197944884175,4940000.0,8411096.0,3354.0,2108.0,2108.0,10.0,3930.030172413793,0.0,1.0186429208339411
4950000.0,212.287714,3.288915109640899E-4,4950000.0,97.28060606060606,94.42386216440099,4950000.0,8424168.0,3361.0,2113.0,2113.0,10.0,3930.030172413793,0.0,1.0186429208339411
4960000.0,213.017401,3.304847132532465E-4,4960000.0,97.28322580645161,94.42928652997891,4960000.0,8439888.0,3363.0,2114.0,2114.0,10.0,3930.030172413793,0.0,1.0186429208339411
4970000.0,213.709081,3.3199958612011547E-4,4970000.0,97.28587525150905,94.43470662406699,4970000.0,8465904.0,3367.0,2116.0,2116.0,10.0,3930.030172413793,0.0,1.0186429208339411
4980000.0,214.391349,3.334945613294758E-4,4980000.0,97.28877510040161,94.44057520942322,4980000.0,8469960.0,3371.0,2118.0,2118.0,10.0,3930.030172413793,0.0,1.0186429208339411
4990000.0,215.058315,3.3495742465669087E-4,4990000.0,97.29108216432866,94.44532152147973,4990000.0,8478176.0,3375.0,2120.0,2120.0,10.0,3930.030172413793,0.0,1.0186429208339411
5000000.0,216.375211,3.3784769117203855E-4,5000000.0,97.29366,94.45059011418236,5000000.0,8483768.0,3375.0,2120.0,2120.0,10.0,3928.109433962264,0.0,1.0187540407839386
5010000.0,217.055437,3.393413961341605E-4,5010000.0,97.29650698602794,94.45644064065345,5010000.0,8488168.0,3377.0,2121.0,2121.0,10.0,3928.109433962264,0.0,1.0187540407839386
5020000.0,217.727169,3.408192198722686E-4,5020000.0,97.29922310756972,94.46205393920569,5020000.0,8504112.0,3379.0,2122.0,2122.0,10.0,3928.109433962264,0.0,1.0187540407839386
5030000.0,218.424961,3.4235625208428757E-4,5030000.0,97.30157057654075,94.46679354619818,5030000.0,8514504.0,3384.0,2126.0,2126.0,10.0,3928.109433962264,0.0,1.0187540407839386
5040000.0,219.112006,3.4387253666400913E-4,5040000.0,97.30412698412698,94.47204073808821,5040000.0,8530960.0,3388.0,2128.0,2128.0,10.0,3928.109433962264,0.0,1.0187540407839386
5050000.0,219.803587,3.454003849995199E-4,5050000.0,97.30685148514851,94.47764207698317,5050000.0,8539640.0,3402.0,2138.0,2138.0,10.0,3928.109433962264,0.0,1.0187540407839386
5060000.0,220.484604,3.469077296074501E-4,5060000.0,97.30966403162056,94.48335614588869,5060000.0,8555728.0,3404.0,2139.0,2139.0,10.0,3928.109433962264,0.0,1.0187540407839386
5070000.0,221.163762,3.484124087176121E-4,5070000.0,97.31228796844181,94.48875271405808,5070000.0,8563976.0,3404.0,2139.0,2139.0,10.0,3928.109433962264,0.0,1.0187540407839386
5080000.0,221.826976,3.4988280284045274E-4,5080000.0,97.31462598425196,94.49350777675102,5080000.0,8570032.0,3404.0,2139.0,2139.0,10.0,3928.109433962264,0.0,1.0187540407839386
5090000.0,222.513744,3.514063147752298E-4,5090000.0,97.3171905697446,94.49872206277968,5090000.0,8575080.0,3409.0,2143.0,2143.0,10.0,3928.109433962264,0.0,1.0187540407839386
5100000.0,223.186452,3.528990191627357E-4,5100000.0,97.31945098039215,94.50336874738376,5100000.0,8577280.0,3409.0,2143.0,2143.0,10.0,3928.109433962264,0.0,1.0187540407839386
5110000.0,223.890059,3.5446224541332583E-4,5110000.0,97.32223091976516,94.50910941703538,5110000.0,8588040.0,3409.0,2143.0,2143.0,10.0,3928.109433962264,0.0,1.0187540407839386
5120000.0,224.605809,3.5605255088646387E-4,5120000.0,97.3239453125,94.51262349583162,5120000.0,8588584.0,3411.0,2144.0,2144.0,10.0,3928.109433962264,0.0,1.0187540407839386
5130000.0,225.303487,3.576033192270912E-4,5130000.0,97.32639376218324,94.51766068684509,5130000.0,8592000.0,3417.0,2147.0,2147.0,10.0,3928.109433962264,0.0,1.0187540407839386
5140000.0,226.005682,3.591668032231907E-4,5140000.0,97.32902723735408,94.52303054065578,5140000.0,8606728.0,3419.0,2148.0,2148.0,10.0,3928.109433962264,0.0,1.0187540407839386
5150000.0,226.782208,3.6089640406105467E-4,5150000.0,97.33182524271845,94.52878206523086,5150000.0,8609784.0,3423.0,2150.0,2150.0,10.0,3928.109433962264,0.0,1.0187540407839386
5160000.0,227.502322,3.6250211085485715E-4,5160000.0,97.33437984496123,94.53409235278546,5160000.0,8619208.0,3423.0,2150.0,2150.0,10.0,3928.109433962264,0.0,1.0187540407839386
5170000.0,228.220854,3.641059824072301E-4,5170000.0,97.33698259187621,94.53946591598864,5170000.0,8628312.0,3429.0,2153.0,2153.0,10.0,3928.109433962264,0.0,1.0187540407839386
5180000.0,228.895102,3.6561120634908274E-4,5180000.0,97.33936293436294,94.54437611527815,5180000.0,8629464.0,3436.0,2158.0,2158.0,10.0,3928.109433962264,0.0,1.0187540407839386
5190000.0,229.572093,3.67123695797318E-4,5190000.0,97.34157996146435,94.54892355265366,5190000.0,8635984.0,3436.0,2158.0,2158.0,10.0,3928.109433962264,0.0,1.0187540407839386
5200000.0,230.260036,3.686612984628272E-4,5200000.0,97.3445,94.55490744171247,5200000.0,8639608.0,3442.0,2161.0,2161.0,10.0,3928.109433962264,0.0,1.0187540407839386
5210000.0,230.951214,3.7020613015827623E-4,5210000.0,97.34717850287909,94.5604034919629,5210000.0,8639600.0,3450.0,2165.0,2165.0,10.0,3928.109433962264,0.0,1.0187540407839386
5220000.0,231.630988,3.7172730062401963E-4,5220000.0,97.34954022988505,94.56527745062087,5220000.0,8649992.0,3454.0,2167.0,2167.0,10.0,3928.109433962264,0.0,1.0187540407839386
5230000.0,232.318113,3.7326677382444346E-4,5230000.0,97.35196940726577,94.57027883134816,5230000.0,8660416.0,3470.0,2178.0,2178.0,10.0,3928.109433962264,0.0,1.0187540407839386
5240000.0,232.993285,3.7478176268588344E-4,5240000.0,97.35406488549619,94.57453223653177,5240000.0,8673560.0,3472.0,2179.0,2179.0,10.0,3928.109433962264,0.0,1.0187540407839386
5250000.0,233.688391,3.7634424267939814E-4,5250000.0,97.35641904761904,94.57931165315505,5250000.0,8688920.0,3474.0,2180.0,2180.0,10.0,3928.109433962264,0.0,1.0187540407839386
5260000.0,234.39348,3.7793311588310953E-4,5260000.0,97.35908745247148,94.58480361840537,5260000.0,8710592.0,3474.0,2180.0,2180.0,10.0,3928.109433962264,0.0,1.0187540407839386
5270000.0,235.115208,3.795616662993407E-4,5270000.0,97.36148007590133,94.58969890943428,5270000.0,8722280.0,3474.0,2180.0,2180.0,10.0,3928.109433962264,0.0,1.0187540407839386
5280000.0,235.813193,3.811383837158585E-4,5280000.0,97.3636553030303,94.59416201310977,5280000.0,8731928.0,3476.0,2181.0,2181.0,10.0,3928.109433962264,0.0,1.0187540407839386
5290000.0,236.587205,3.828871903938159E-4,5290000.0,97.3661436672968,94.59923662521867,5290000.0,8733664.0,3480.0,2183.0,2183.0,10.0,3928.109433962264,0.0,1.0187540407839386
5300000.0,237.290556,3.8447610942958754E-4,5300000.0,97.36915094339622,94.60539049414093,5300000.0,8732368.0,3486.0,2186.0,2186.0,10.0,3928.109433962264,0.0,1.0187540407839386
5310000.0,238.006209,3.8609631202249687E-4,5310000.0,97.3716384180791,94.61050895268818,5310000.0,8751232.0,3488.0,2187.0,2187.0,10.0,3928.109433962264,0.0,1.0187540407839386
5320000.0,238.69851,3.876665281964549E-4,5320000.0,97.37398496240601,94.61538683876799,5320000.0,8767320.0,3488.0,2187.0,2187.0,10.0,3928.109433962264,0.0,1.0187540407839386
5330000.0,239.403593,3.892666707526934E-4,5330000.0,97.37626641651032,94.62006237231158,5330000.0,8772448.0,3492.0,2189.0,2189.0,10.0,3928.109433962264,0.0,1.0187540407839386
5340000.0,240.092113,3.908295680144222E-4,5340000.0,97.37865168539327,94.624963122889,5340000.0,8774376.0,3494.0,2190.0,2190.0,10.0,3928.109433962264,0.0,1.0187540407839386
5350000.0,240.797083,3.9243077598711266E-4,5350000.0,97.38102803738317,94.62984099443064,5350000.0,8779696.0,3494.0,2190.0,2190.0,10.0,3928.109433962264,0.0,1.0187540407839386
5360000.0,241.517467,3.94069528536602E-4,5360000.0,97.38375,94.63539820370701,5360000.0,8793296.0,3498.0,2192.0,2192.0,10.0,3928.109433962264,0.0,1.0187540407839386
5370000.0,242.200154,3.9562272313766383E-4,5370000.0,97.38627560521415,94.64058826609327,5370000.0,8794408.0,3498.0,2192.0,2192.0,10.0,3928.109433962264,0.0,1.0187540407839386
5380000.0,242.87076,3.971478685350198E-4,5380000.0,97.38866171003717,94.64547970639646,5380000.0,8791160.0,3504.0,2195.0,2195.0,10.0,3928.109433962264,0.0,1.0187540407839386
5390000.0,243.560798,3.987191585228778E-4,5390000.0,97.39113172541744,94.65057099317437,5390000.0,8802088.0,3515.0,2202.0,2202.0,10.0,3928.109433962264,0.0,1.0187540407839386
5400000.0,244.242078,4.0027132199134467E-4,5400000.0,97.39372222222222,94.65586045525484,5400000.0,8806720.0,3521.0,2205.0,2205.0,10.0,3928.109433962264,0.0,1.0187540407839386
5410000.0,244.946261,4.0187743619189904E-4,5410000.0,97.39635859519409,94.66128889600556,5410000.0,8816440.0,3521.0,2205.0,2205.0,10.0,3928.109433962264,0.0,1.0187540407839386
5420000.0,245.61953,4.034138548899876E-4,5420000.0,97.39839483394834,94.66547334261662,5420000.0,8821112.0,3523.0,2206.0,2206.0,10.0,3928.109433962264,0.0,1.0187540407839386
5430000.0,246.315284,4.0500454549663385E-4,5430000.0,97.40086556169429,94.67053663495048,5430000.0,8837560.0,3525.0,2207.0,2207.0,10.0,3928.109433962264,0.0,1.0187540407839386
5440000.0,246.98362,4.0653404325763175E-4,5440000.0,97.40295955882353,94.67478529246615,5440000.0,8846192.0,3530.0,2211.0,2211.0,10.0,3928.109433962264,0.0,1.0187540407839386
5450000.0,247.678616,4.081253353324677E-4,5450000.0,97.40566972477063,94.68030515954383,5450000.0,8850544.0,3539.0,2217.0,2217.0,10.0,3928.109433962264,0.0,1.0187540407839386
5460000.0,248.440384,4.098712755570788E-4,5460000.0,97.40833333333333,94.68583752226793,5460000.0,8859496.0,3541.0,2218.0,2218.0,10.0,3928.109433962264,0.0,1.0187540407839386
5470000.0,249.173058,4.1155325388232244E-4,5470000.0,97.4107129798903,94.6906638519665,5470000.0,8873848.0,3548.0,2223.0,2223.0,10.0,3928.109433962264,0.0,1.0187540407839386
5480000.0,249.870232,4.131540259112521E-4,5480000.0,97.41319343065693,94.69572394690677,5480000.0,8875456.0,3550.0,2224.0,2224.0,10.0,3928.109433962264,0.0,1.0187540407839386
5490000.0,250.578987,4.1478463504603336E-4,5490000.0,97.41551912568306,94.70050166196488,5490000.0,8893160.0,3555.0,2228.0,2228.0,10.0,3928.109433962264,0.0,1.0187540407839386
5500000.0,251.277918,4.1639546602029555E-4,5500000.0,97.41772727272728,94.70499738875672,5500000.0,8908776.0,3557.0,2229.0,2229.0,10.0,3928.109433962264,0.0,1.0187540407839386
5510000.0,252.019016,4.181044059664445E-4,5510000.0,97.41976406533576,94.70915149584826,5510000.0,8913608.0,3559.0,2230.0,2230.0,10.0,3928.109433962264,0.0,1.0187540407839386
5520000.0,252.74429,4.1977828543447574E-4,5520000.0,97.42210144927537,94.71393351501823,5520000.0,8921224.0,3566.0,2235.0,2235.0,10.0,3928.109433962264,0.0,1.0187540407839386
5530000.0,253.474887,4.21466589545622E-4,5530000.0,97.42430379746835,94.71843407893257,5530000.0,8932544.0,3566.0,2235.0,2235.0,10.0,3928.109433962264,0.0,1.0187540407839386
5540000.0,254.180161,4.231001125385177E-4,5540000.0,97.42662454873646,94.72317718861076,5540000.0,8953024.0,3568.0,2236.0,2236.0,10.0,3928.109433962264,0.0,1.0187540407839386
5550000.0,254.90664,4.2478658807043807E-4,5550000.0,97.4289009009009,94.72784587134178,5550000.0,8973448.0,3575.0,2241.0,2241.0,10.0,3928.109433962264,0.0,1.0187540407839386
5560000.0,255.619648,4.2644338964294636E-4,5560000.0,97.43104316546763,94.73223320197741,5560000.0,8982112.0,3577.0,2242.0,2242.0,10.0,3928.109433962264,0.0,1.0187540407839386
5570000.0,256.344564,4.28126511321312E-4,5570000.0,97.4335368043088,94.73733680948307,5570000.0,8974912.0,3588.0,2249.0,2249.0,10.0,3928.109433962264,0.0,1.0187540407839386
5580000.0,257.053943,4.297784067233403E-4,5580000.0,97.43546594982078,94.74134088386636,5580000.0,9001328.0,3592.0,2251.0,2251.0,10.0,3928.109433962264,0.0,1.0187540407839386
5590000.0,257.80219,4.315222816921046E-4,5590000.0,97.43812164579606,94.74676525100216,5590000.0,9008920.0,3598.0,2254.0,2254.0,10.0,3928.109433962264,0.0,1.0187540407839386
5600000.0,258.51226,4.3317945128622357E-4,5600000.0,97.44035714285715,94.75136761344596,5600000.0,9021280.0,3598.0,2254.0,2254.0,10.0,3928.109433962264,0.0,1.0187540407839386
5610000.0,259.265985,4.349393785367202E-4,5610000.0,97.44256684491978,94.7559684365536,5610000.0,9025768.0,3602.0,2256.0,2256.0,10.0,3928.109433962264,0.0,1.0187540407839386
5620000.0,259.995335,4.3664407690376453E-4,5620000.0,97.44507117437723,94.76110191973682,5620000.0,9034704.0,3609.0,2261.0,2261.0,10.0,3928.109433962264,0.0,1.0187540407839386
5630000.0,260.751827,4.384155157787394E-4,5630000.0,97.44744227353463,94.76598583772294,5630000.0,9051576.0,3617.0,2265.0,2265.0,10.0,3928.109433962264,0.0,1.0187540407839386
5640000.0,261.461108,4.4007881193049663E-4,5640000.0,97.44968085106382,94.77060416505384,5640000.0,9064704.0,3621.0,2267.0,2267.0,10.0,3928.109433962264,0.0,1.0187540407839386
5650000.0,262.211009,4.4183845022629115E-4,5650000.0,97.45230088495576,94.77598725416286,5650000.0,9070304.0,3628.0,2272.0,2272.0,10.0,3928.109433962264,0.0,1.0187540407839386
5660000.0,262.95859,4.435943991781357E-4,5660000.0,97.45464664310954,94.7807678337577,5660000.0,9079376.0,3635.0,2277.0,2277.0,10.0,3928.109433962264,0.0,1.0187540407839386
5670000.0,263.699082,4.4533517914877995E-4,5670000.0,97.45696649029982,94.78556023429002,5670000.0,9087112.0,3641.0,2280.0,2280.0,10.0,3928.109433962264,0.0,1.0187540407839386
5680000.0,264.446633,4.470954159170161E-4,5680000.0,97.45882042253521,94.78931683221316,5680000.0,9101912.0,3643.0,2281.0,2281.0,10.0,3928.109433962264,0.0,1.0187540407839386
5690000.0,265.158883,4.487749390804912E-4,5690000.0,97.46093145869948,94.79364529541029,5690000.0,9114984.0,3665.0,2298.0,2298.0,10.0,3928.109433962264,0.0,1.0187540407839386
5700000.0,265.874933,4.504682317440273E-4,5700000.0,97.46307017543859,94.79805049379779,5700000.0,9140944.0,3669.0,2300.0,2300.0,10.0,3928.109433962264,0.0,1.0187540407839386
5710000.0,266.95356,4.530200334743265E-4,5710000.0,97.46525394045534,94.80253125521212,5710000.0,9144880.0,3676.0,2305.0,2305.0,10.0,3928.109433962264,0.0,1.0187540407839386
5720000.0,267.703938,4.5479864418179825E-4,5720000.0,97.46741258741258,94.80695145447172,5720000.0,9162272.0,3685.0,2311.0,2311.0,10.0,3928.109433962264,0.0,1.0187540407839386
5730000.0,268.428523,4.565202630031874E-4,5730000.0,97.46930191972076,94.81087743069332,5730000.0,9184384.0,3687.0,2312.0,2312.0,10.0,3928.109433962264,0.0,1.0187540407839386
5740000.0,269.123081,4.581713510741645E-4,5740000.0,97.47184668989547,94.8160820171691,5740000.0,9188912.0,3687.0,2312.0,2312.0,10.0,3928.109433962264,0.0,1.0187540407839386
5750000.0,269.85591,4.5991554249569976E-4,5750000.0,97.47384347826087,94.8201801162322,5750000.0,9200128.0,3692.0,2316.0,2316.0,10.0,3928.109433962264,0.0,1.0187540407839386
5760000.0,270.598844,4.616869628013401E-4,5760000.0,97.47605902777778,94.82473458364741,5760000.0,9216664.0,3701.0,2322.0,2322.0,10.0,3928.109433962264,0.0,1.0187540407839386
5770000.0,271.322448,4.6341477795207455E-4,5770000.0,97.47838821490468,94.82945425100124,5770000.0,9229936.0,3701.0,2322.0,2322.0,10.0,3928.109433962264,0.0,1.0187540407839386
5780000.0,272.051977,4.651606165173318E-4,5780000.0,97.480830449827,94.83445520348357,5780000.0,9250472.0,3708.0,2327.0,2327.0,10.0,3928.109433962264,0.0,1.0187540407839386
5790000.0,272.779335,4.6690523225795884E-4,5790000.0,97.48305699481865,94.8390035829028,5790000.0,9271584.0,3716.0,2331.0,2331.0,10.0,3928.109433962264,0.0,1.0187540407839386
5800000.0,273.540021,4.6873333118116267E-4,5800000.0,97.4846551724138,94.84232539887287,5800000.0,9289592.0,3718.0,2332.0,2332.0,10.0,3928.109433962264,0.0,1.0187540407839386
5810000.0,274.260849,4.7046571102259463E-4,5810000.0,97.48685025817556,94.84684209280779,5810000.0,9289960.0,3718.0,2332.0,2332.0,10.0,3928.109433962264,0.0,1.0187540407839386
5820000.0,275.081787,4.724385223539959E-4,5820000.0,97.48883161512028,94.8508999854284,5820000.0,9289184.0,3726.0,2336.0,2336.0,10.0,3928.109433962264,0.0,1.0187540407839386
5830000.0,275.849455,4.742867020520608E-4,5830000.0,97.49078902229846,94.85492609484896,5830000.0,9306216.0,3728.0,2337.0,2337.0,10.0,3928.109433962264,0.0,1.0187540407839386
5840000.0,276.66189,4.7624723959834405E-4,5840000.0,97.49323630136986,94.8599512488898,5840000.0,9328008.0,3732.0,2339.0,2339.0,10.0,3928.109433962264,0.0,1.0187540407839386
5850000.0,277.430672,4.781019914588683E-4,5850000.0,97.49545299145299,94.864509468701,5850000.0,9325776.0,3741.0,2345.0,2345.0,10.0,3928.109433962264,0.0,1.0187540407839386
5860000.0,278.194922,4.7995083611496815E-4,5860000.0,97.49742320819112,94.86854025912946,5860000.0,9351200.0,3741.0,2345.0,2345.0,10.0,3928.109433962264,0.0,1.0187540407839386
5870000.0,278.954664,4.817931778140882E-4,5870000.0,97.49947189097104,94.87270809852559,5870000.0,9373600.0,3741.0,2345.0,2345.0,10.0,3928.109433962264,0.0,1.0187540407839386
5880000.0,279.721709,4.836539687403683E-4,5880000.0,97.50180272108844,94.87753566487788,5880000.0,9377328.0,3746.0,2349.0,2349.0,10.0,3928.109433962264,0.0,1.0187540407839386
5890000.0,280.470445,4.8547260586956917E-4,5890000.0,97.50387096774193,94.88179352667854,5890000.0,9389008.0,3753.0,2354.0,2354.0,10.0,3928.109433962264,0.0,1.0187540407839386
5900000.0,281.237169,4.8733883680844256E-4,5900000.0,97.50605084745763,94.88628159135449,5900000.0,9408680.0,3757.0,2356.0,2356.0,10.0,3928.109433962264,0.0,1.0187540407839386
5910000.0,282.007485,4.892147705298806E-4,5910000.0,97.50834179357022,94.89093695191822,5910000.0,9413496.0,3757.0,2356.0,2356.0,10.0,3928.109433962264,0.0,1.0187540407839386
5920000.0,282.790709,4.911249722682415E-4,5920000.0,97.51048986486487,94.89532452395179,5920000.0,9427480.0,3762.0,2360.0,2360.0,10.0,3928.109433962264,0.0,1.0187540407839386
5930000.0,283.58318,4.930562635047899E-4,5930000.0,97.51241146711635,94.89924201375644,5930000.0,9420344.0,3770.0,2364.0,2364.0,10.0,3928.109433962264,0.0,1.0187540407839386
5940000.0,284.388667,4.950217275972043E-4,5940000.0,97.51429292929294,94.90303975355398,5940000.0,9432112.0,3772.0,2365.0,2365.0,10.0,3928.109433962264,0.0,1.0187540407839386
5950000.0,285.160821,4.96909061729316E-4,5950000.0,97.5163025210084,94.90720240679009,5950000.0,9448160.0,3777.0,2369.0,2369.0,10.0,3928.109433962264,0.0,1.0187540407839386
5960000.0,285.943975,4.988237088403271E-4,5960000.0,97.51838926174497,94.9114788291918,5960000.0,9450264.0,3784.0,2374.0,2374.0,10.0,3928.109433962264,0.0,1.0187540407839386
5970000.0,286.702558,5.006812459740021E-4,5970000.0,97.52056951423785,94.91597495294577,5970000.0,9465352.0,3795.0,2381.0,2381.0,10.0,3928.109433962264,0.0,1.0187540407839386
5980000.0,287.49308,5.026224138561822E-4,5980000.0,97.52269230769231,94.92031405856216,5980000.0,9491864.0,3799.0,2383.0,2383.0,10.0,3928.109433962264,0.0,1.0187540407839386
5990000.0,288.271272,5.04537796607806E-4,5990000.0,97.52495826377296,94.92499501376653,5990000.0,9514176.0,3805.0,2386.0,2386.0,10.0,3928.109433962264,0.0,1.0187540407839386
6000000.0,289.817996,5.083481852974928E-4,6000000.0,97.5271,94.92934903947165,6000000.0,9522672.0,3811.0,2389.0,2389.0,10.0,3911.956467141063,0.0,1.0189401202525579
6010000.0,290.57976,5.102273333484368E-4,6010000.0,97.52908485856905,94.93343501214446,6010000.0,9535488.0,3811.0,2389.0,2389.0,10.0,3911.956467141063,0.0,1.0189401202525579
6020000.0,291.347362,5.12122080626738E-4,6020000.0,97.531146179402,94.93768011087118,6020000.0,9541520.0,3821.0,2397.0,2397.0,10.0,3911.956467141063,0.0,1.0189401202525579
6030000.0,292.149922,5.141030982322017E-4,6030000.0,97.53338308457712,94.94224388128806,6030000.0,9541424.0,3823.0,2398.0,2398.0,10.0,3911.956467141063,0.0,1.0189401202525579
6040000.0,292.957158,5.160973453176538E-4,6040000.0,97.53557947019867,94.94673921055788,6040000.0,9549504.0,3823.0,2398.0,2398.0,10.0,3911.956467141063,0.0,1.0189401202525579
6050000.0,293.762446,5.180893515481902E-4,6050000.0,97.53740495867768,94.95042786958402,6050000.0,9561848.0,3829.0,2401.0,2401.0,10.0,3911.956467141063,0.0,1.0189401202525579
6060000.0,294.541485,5.200178197886256E-4,6060000.0,97.53930693069307,94.95433122401705,6060000.0,9568760.0,3831.0,2402.0,2402.0,10.0,3911.956467141063,0.0,1.0189401202525579
6070000.0,295.325202,5.219624502691832E-4,6070000.0,97.5413838550247,94.95859890465347,6070000.0,9591360.0,3831.0,2402.0,2402.0,10.0,3911.956467141063,0.0,1.0189401202525579
6080000.0,296.087054,5.238531158490932E-4,6080000.0,97.54333881578947,94.96262792536648,6080000.0,9592824.0,3833.0,2403.0,2403.0,10.0,3911.956467141063,0.0,1.0189401202525579
6090000.0,296.868915,5.257959291143817E-4,6090000.0,97.54545155993432,94.9669840811824,6090000.0,9605144.0,3835.0,2404.0,2404.0,10.0,3911.956467141063,0.0,1.0189401202525579
6100000.0,297.644579,5.277241431656747E-4,6100000.0,97.54745901639345,94.97110567391537,6100000.0,9609128.0,3835.0,2404.0,2404.0,10.0,3911.956467141063,0.0,1.0189401202525579
6110000.0,298.491612,5.298320918292405E-4,6110000.0,97.54967266775778,94.97562754685164,6110000.0,9619712.0,3835.0,2404.0,2404.0,10.0,3911.956467141063,0.0,1.0189401202525579
